,id,gender,age,location,a,also,and,ask,at,bags,big,blue,bob,bring,brother,call,can,cheese,five,for,fresh,frog,from,go,her,into,kids,maybe,meet,need,of,peas,plastic,please,red,scoop,she,six,slabs,small,snack,snake,snow,spoons,station,stella,store,the,these,thick,things,three,to,toy,train,we,wednesday,will,with
0,english1,1,42,pennsylvania,-0.04149906475661239,0.08339618858766948,0.2838651629446085,-0.4310541220646683,-0.5125520469448731,-0.6029149519838854,0.004785539142522447,0.8611810572905155,0.5267548755365634,-0.43074479212795347,0.060750236347152514,1.9922613218770475,-0.21917169561811675,-0.7987494151998651,0.516577224085666,-0.5305222985885861,-0.06522524238692877,-0.006875487537502375,-0.5902338928029894,1.6257580845207136,0.11601469299532802,-0.02162844119311202,-0.3957771458255823,-0.2954225099658566,-0.3009270583862305,-0.06684509932463933,-0.14859966391988766,0.10418725647258595,0.5380554726542545,-0.09970266725952426,-0.16014154193779243,0.18832919302489592,-0.13857143031466873,0.19635462999120668,-0.26178441133039226,0.5183949934513717,0.11358948857791722,0.08800919086805563,-0.0558833840193912,-0.326375164429221,-0.4836833729979614,0.2799637442013032,-0.4718701251669963,-0.40607272880581,-0.2209743308987446,-0.28107046250755857,-0.155372711133531,-0.3145644795195284,0.03060610639216731,0.2675841740858982,0.7940140840599506,0.001282279353076713,0.4631392868400236,0.33576347937889683,-0.3793208765106118
1,english10,0,35,iowa,-0.4520497379640902,1.2564010996310166,0.14128532693887266,-0.2860632779682297,0.03943617991329717,0.8427718211937142,-0.44444205634479333,1.9133419855985596,0.44363934880786365,-0.5205287731156951,0.4683157939118343,0.2594740243740082,-0.21917169561811675,0.9147887481323115,1.4620321930492777,-0.5305222985885861,0.47686645222577584,1.0671092182385016,-0.5902338928029894,2.3042916242962166,0.19457536351093874,0.12865522094102794,0.08491433566801689,-0.5683614422267219,0.22762351846209425,-0.43517032239973574,0.4197686478673485,0.1748392615300041,0.2676996129467006,0.008261151909060885,-0.0642979571058648,-0.11553968776443897,6.80478306133059,0.02901647960053206,0.2438265376926561,1.3339708670739103,0.04852423612753259,1.3722093610949546,-0.20575826051276935,-0.20773243003818093,-0.6156084318021783,0.0788061109049424,-0.23379321244971424,-0.7468827846597863,0.2421056825694279,0.6851636135809033,1.816948751784369,0.02755400063080001,0.08992670802538559,-0.10033991563715823,-1.1281887149423797,0.6027188915473591,0.42493941742116415,-0.3372267240749282,-0.3793208765106118
2,english101,0,18,ontario,0.13627678262578205,0.3195557693527566,0.2529901561623409,-0.18786395628781616,0.45103473296887064,-0.05645008135204824,-0.26054484823696367,-0.4010461691273862,0.2051544697726538,-0.22475361279739522,0.25101682074546916,0.5539035862178291,-0.21917169561811675,1.2976572057846516,0.07570183954907095,-0.5305222985885861,0.9514205995314565,0.5710833202502644,-0.5902338928029894,-0.5028686194307855,0.24904651425079505,0.6423726056880746,0.11458658874106793,-0.48059518485494185,-0.16054123675875048,-0.20161602467049325,0.2144712390762604,0.26758260069597717,-1.6976635440724372,0.31261649905175015,0.3534318727944698,-1.5419995077687523,-0.03245472756333884,0.4674866299025662,-0.5235004488505663,0.3871582081176803,-0.2696633034856198,-0.21069401676348115,0.1474929409551407,0.10889244567628904,-0.3048751666311971,0.16209568762230678,-0.03846306248120168,0.3349881736315275,-0.5844497717158222,0.25651802663938245,0.04066963368199805,0.437542773680321,0.22977547703391513,0.6254893786981084,-0.16082288185685945,1.1108236841608916,-0.6301049558969366,0.01568099770003369,-0.3793208765106118
3,english102,1,22,connecticut,-0.36292275470892466,-0.30803313346427325,-2.043188295626279,-0.5777292110934733,-0.8545135453201215,-0.8123099811600076,-0.7503425766003443,-1.1668768256979658,-0.2048436837209552,-0.48198597420035677,-0.8418542143271127,-0.11390504610670021,-0.21917169561811675,0.2670672634572794,-0.8263089089486593,-0.5305222985885861,-0.39062653103078676,-0.1573219357616173,0.473620619321658,-0.6869792862910576,-0.4562623106531942,0.05488518023013602,-0.07306934944716861,-0.2736688442632858,-0.6244509101621919,-0.5878861936841956,-0.3353326651823017,-0.4782919639413176,-0.9272544086339165,-0.4699408812480556,-0.2492384936931924,1.0088948580863695,-0.27000466510809895,-0.1489403833285493,-0.7746608102743386,-0.555809457969477,-0.7516295309858138,-0.13147124463319187,-0.2666307841629972,-0.3446454496982023,-0.4675585414588505,-0.3220240763569434,-0.20193163912615786,-0.5125951828436425,1.3519660998673286,0.2450653948063639,-0.0756727169944835,-0.6877379976164576,-0.045934562448710185,-0.5618271133386434,-0.10424412525029332,-0.3744777543125872,-0.8385758017229242,0.3162835361407954,1.8544215031804638
4,english103,1,21,newyork,-0.5153385921420699,-0.5123636237241198,-0.04810098990623121,-1.788802855021999,-1.1570859366882347,-1.597865568245562,-0.9639219036165413,-0.3189690261124355,-0.40034860300841496,-0.48631455720186173,-0.37292978787319664,-1.5800670542993511,-0.21917169561811675,0.6866925386922798,-0.4219199538965556,-0.5305222985885861,0.09410104828015695,0.43272575381297307,-0.5902338928029894,0.877337560660477,-0.5866965278945196,0.07150600345449822,-0.18184283646178914,-0.49366970799149895,-0.7393120137105651,-0.585886305698974,-0.30067873388459343,-0.4885574301877621,-1.7149610201031018,-0.48816596402927614,-0.6458591231714317,-0.0064446122475194,-0.2601863668695798,-0.1616794915696259,-2.3419592497509254,0.4201776378812721,-0.4260802928820864,-0.44435313627311096,1.1302881774002629,-0.39538333201635295,-1.0150956964028253,-0.672010700368074,-0.8457263958267687,-0.6809929703312435,0.09078806860769681,-0.23637036983453016,-0.7521599974029459,-0.34769354368236755,0.04969363363688106,-0.8496124953726522,0.3589814787354607,-0.9475408907395931,0.8611819262748028,-0.32953422032075047,-0.3793208765106118
5,english104,0,18,ohio,0.7680056416891312,1.1018061910780457,0.8170055165031402,1.5009186504684093,-0.44209244998144737,2.0451825098057257,-0.7977455174974658,1.708590465874509,1.3985464767515325,-0.5570401849301215,1.7554704553149842,0.3888527662075826,-0.21917169561811675,-0.3709407371874342,1.3671111545404033,-0.5305222985885861,1.3902248856955268,2.0679989936774086,-0.5902338928029894,-0.717946651410712,0.4697999626094808,0.6657328376644311,-0.7881022072881358,-0.6425600086545168,-0.0737648308892304,-0.059920672768372006,0.3774006461629019,-0.15472529625727816,0.46938113081413635,0.29853793161518444,-0.9116585397854984,1.362942825608152,0.1163728903364049,0.28924315351013985,1.385637037019918,2.054561173446139,1.9757616348555491,0.9487029768916629,-0.5868253500862504,-0.2510302338136933,-0.4139408113441467,1.1486981809389978,1.0846378031866422,1.4852168266125607,0.7563378192498749,-0.14524633900383235,0.816602450747238,0.36573956235801464,0.394364300173814,-0.07170437038325433,-0.04831224518802213,0.14316126606436771,1.4928405591194434,0.0883485397653642,-0.3793208765106118
6,english105,1,57,ontario,-1.259303288854785,-0.5260193983266833,-0.09448277853689403,-1.0633121146443196,0.14827459485607294,-1.581581194821739,-0.7165541314404484,-0.9962223106905364,-1.0874835137709575,-0.48329194480092613,-0.9356368075434187,-0.192781667270109,-0.21917169561811675,0.06277829388265993,-1.4025920948041055,-0.5305222985885861,-1.0657466526233674,-2.2294662751222947,-0.5902338928029894,-1.0467691565967412,-1.3932857166524035,-1.5662388095595912,-0.4953032206238853,-0.43534625737259103,-0.5663281404676074,-0.28395621727048515,0.2985204020928606,-0.9812608029226796,-0.990574152806735,-0.5140802939955554,-0.7483671404816904,-0.36269709484375556,-0.13303161111154235,-0.29702325322411754,-1.9029113678898013,-0.9625059333426805,-0.903662388068703,-1.2800933727845842,-0.3968381550414671,-0.28072673437129236,-0.45119375449059845,-0.27765293967113935,-1.7413728612985957,-0.7177308642529148,0.30248835621053494,-0.5817931119552469,-0.3195545528639881,-0.8738004850785946,-0.37435687399491724,-1.3915384995081626,0.589123242088205,-1.3617972883645444,-1.2739955481880223,-1.2256052700149143,-0.3793208765106118
7,english106,0,39,california,2.334928552814938,1.1413860992765743,1.0273620405858723,1.2185919176683988,1.3102258235876763,0.3057717394747185,0.790667231512206,0.8497203655102031,2.0627903274072974,-0.20771653443278165,0.8263926805654929,1.017747907478358,-0.21917169561811675,-0.7381909751070277,1.0909879781449574,2.206514944027064,1.0509712896844023,1.961022175993267,-0.5902338928029894,0.13773360089862216,0.3180388870746445,0.011641611639826159,0.4539310364392859,-0.6325421324245013,0.7814082672623667,2.2482091517828553,0.345251542212465,0.5130489225256729,1.7679046002701673,-0.16113765563678042,0.3391531425592125,-0.02033927768043341,-0.08707488900846956,0.07224271539772177,1.7133527111696698,1.267168771468674,0.6406554534749285,0.6552798914142367,-0.7046853091589891,-0.7102435115758832,0.14656847048765184,0.7628279564433272,0.9135927878306187,0.49164664594271634,0.2566733407960848,1.0190901449190726,0.29867042281436,0.6720960065942218,0.2591334022774493,1.2411705308227197,-0.22599170097769797,0.10666007232226352,0.486525333959058,0.3120369433112679,-0.3793208765106118
8,english107,1,19,illinois,-0.46341704378021,-0.7024107392312984,-0.09906551105437811,-1.0757040368247017,-1.0961653925804016,-0.9781878705705888,-0.5763807182727246,-1.0778137607956744,-0.499039880008442,-0.33929015286752506,-1.3720252793300551,-0.7460732176005559,-0.21917169561811675,-1.036750830691597,-0.9247723549624798,1.4158986771819926,-0.7707311549535216,-1.1631037695649256,-0.5902338928029894,-0.5919082778673511,-0.7848722068444126,-0.18436131630476288,-0.5466110872540497,-0.3999560304765082,-0.04207260854834874,-0.21038039376223833,-0.3881869890755188,-0.25322919370796837,-1.2355246353730833,0.02746673560497902,-0.5183479831970687,0.41875202135139383,-0.4026881071233752,-0.013071186300228764,-1.319253550886303,-0.6732593552335694,-1.2764933940647163,-0.83811632870151,-0.47827325882858446,-0.25610808918891,-0.7218868879253223,-0.9379336008651473,-0.946552806869983,-0.7786749862306525,-0.5057356820754146,-0.32395961071273477,-0.835780475748989,-0.06873398857264999,-0.01635616194777836,-0.5727353133733576,-0.6150381433023998,-0.779516135071571,0.17766661147964452,-0.009490054053252647,-0.3793208765106118
9,english108,1,21,northernireland,1.6421771884645453,-0.7540621522591564,-2.043188295626279,-0.22121841808526668,-0.2933620002138114,-0.12687720155689391,-0.25895533808664994,2.2801398193023674,-0.3246819615209919,2.061212941293864,-0.42727843388155384,-0.7401462302042381,1.7318945678445083,0.005261115550151038,-0.6894919026423805,-0.5305222985885861,-1.7042852396712265,-0.29069141820349015,-0.5902338928029894,0.292668224952473,-0.18736047703246902,0.05566341444379526,-0.8152090177122945,-0.3814357347578381,0.15131535701916918,-0.5872110292716994,-0.003817810926942426,-0.6680058681132727,-0.23501472874951942,-0.37013111836267576,-0.6034531441280166,1.2399883704516415,-0.27125260350024843,0.46605157605178604,-0.7597171211443646,0.2825901982466227,-0.4627247840671289,-0.7860431628617885,-0.3910767632864764,-0.34656332137824114,2.978720378096464,-0.2370486119686418,-1.2174898868715438,0.00445963388093627,1.4587185697294538,0.7171493568065556,0.7077722203521939,-0.6485340320751305,0.285672954362298,0.3756569881590404,-1.9576278135109753,0.6656354126869873,1.2129729889283907,0.13544455040243103,-0.3793208765106118
